latitude,longitude,smell_value,smell_description,feelings_symptoms,additional_comments,zip_code_id,zipcode,epoch time,date & time,date,sprague_miles,portland_pipeline_miles,south_portland_terminal_miles,gulf_oil_miles
43.6296,-70.2682,4,Asphalt or oil ,nose irritation,,1018,04106,1591113356,Tue Jun  2 11:55:56 2020,06/02/20,1.052230741813676,0.15485378110038686,0.9610780787676523,2.0192906000306348
43.6472,-70.2752,4,Tar fumes ,,,667,04102,1591128520,Tue Jun  2 16:08:40 2020,06/02/20,0.8897940566867903,1.2398094362276273,0.9288278450692253,1.790612029108706
43.6493,-70.2721,4,Oil emissions,Asthma,,667,04102,1591130345,Tue Jun  2 16:39:05 2020,06/02/20,1.1007259516726258,1.3701145468037663,1.1362522553283947,1.6243463930298843
43.6517,-70.2717,4,Asphalt ,,,667,04102,1591137387,Tue Jun  2 18:36:27 2020,06/02/20,1.2433128031456022,1.5356533811904558,1.285484725954178,1.6061713013294414
43.6312,-70.2788,5,"Oil, petroleum",Throat burning,,1018,04106,1591183473,Wed Jun  3 07:24:33 2020,06/03/20,0.5635188118280301,0.39393718042777826,0.46107779644031216,2.3602318470241945
43.6251,-70.2768,3,Industrial,,,1018,04106,1591183896,Wed Jun  3 07:31:36 2020,06/03/20,0.965704312801808,0.41075851826480486,0.8612692485548052,2.5452340317280213
43.6449,-70.2698,3,Petro,Headache,,667,04102,1591194181,Wed Jun  3 10:23:01 2020,06/03/20,0.986573951699988,1.0677861156350674,0.9930338256163852,1.5525647053147498
43.6326,-70.2818,5,Asphalt,"So bad that I cannot eat lunch  outside in my yard, smell is so strong it fills your mouth",,1018,04106,1591201029,Wed Jun  3 12:17:09 2020,06/03/20,0.39331902755283066,0.5681765373037194,0.28909301294565853,2.4363316353636364
43.6347,-70.2763,4,Oil smell,,,1018,04106,1591205259,Wed Jun  3 13:27:39 2020,06/03/20,0.5345737973760454,0.43848569029789297,0.4580073510485187,2.1253070259982803
43.6537,-70.2685,3,Gas fumes ,,,667,04102,1591221761,Wed Jun  3 18:02:41 2020,06/03/20,1.450368225450132,1.6796666158598053,1.488931959830116,1.4625334842937188
43.6319,-70.2849,3,Odor,Headache,,1018,04106,1591226976,Wed Jun  3 19:29:36 2020,06/03/20,0.37487646253433654,0.7012946217411392,0.2794275135024827,2.5951461813440555
43.6239,-70.3037,5,Petroleum,Headache ,,1018,04106,1591230191,Wed Jun  3 20:23:11 2020,06/03/20,1.263989116120406,1.668255732044259,1.241716578073783,3.686826357190567
43.6244,-70.3046,5,Petroleum ,,,1018,04106,1591230226,Wed Jun  3 20:23:46 2020,06/03/20,1.2709285226785911,1.7046186147309004,1.2532291233893513,3.7092612145509283
43.6429,-70.2403,3,Burning tires,,,1018,04106,1591262462,Thu Jun  4 05:21:02 2020,06/04/20,2.3408899305997317,1.807111476606385,2.3030547250715614,0.5086669541767116
43.6425,-70.2428,3,Oil,None,,1018,04106,1591265346,Thu Jun  4 06:09:06 2020,06/04/20,2.2128963318611166,1.6859769070223083,2.1749021358091234,0.5578058736401162
43.6376,-70.2333,3,Asphalt,Headache,,1018,04106,1591269663,Thu Jun  4 07:21:03 2020,06/04/20,2.6582130680938967,1.9826287733894805,2.6051017007668156,0.9305986138823013
43.6434,-70.2338,3,,,,1018,04106,1591271195,Thu Jun  4 07:46:35 2020,06/04/20,2.6675040086668447,2.108637196798421,2.6286645191401474,0.5569050835973249
43.6309,-70.2855,1,,,,1018,04106,1591282602,Thu Jun  4 10:56:42 2020,06/04/20,0.4387656352835458,0.7179686382546495,0.348070811258565,2.655565335358697
43.6473,-70.2717,3,Oil fumes ,,,667,04102,1591294228,Thu Jun  4 14:10:28 2020,06/04/20,1.0141268474612526,1.2313507358769245,1.0398092735461755,1.6158987419894788
43.648,-70.2712,4,Tar fumes ,,,667,04102,1591315550,Thu Jun  4 20:05:50 2020,06/04/20,1.0657518286627696,1.279604798573046,1.092872769783597,1.5856066295021076
43.6476,-70.2721,3,Tar fumes ,,,667,04102,1591388912,Fri Jun  5 16:28:32 2020,06/05/20,1.0142888357933169,1.2525863190555635,1.0427994611035933,1.6333070655777462
43.6256,-70.2761,3,Industrial,,,1018,04106,1591438662,Sat Jun  6 06:17:42 2020,06/06/20,0.954335292694716,0.3616074920390404,0.8498151112197242,2.496013682817195
43.6371,-70.2749,3,Smells ,,,1018,04106,1591460231,Sat Jun  6 12:17:11 2020,06/06/20,0.5757189050860954,0.555870079224872,0.5263677626502511,1.9837978561186416
43.6365,-70.2759,4,Bad by tanks smell,,,1018,04106,1591460415,Sat Jun  6 12:20:15 2020,06/06/20,0.5279022810894985,0.5363614180385933,0.47170379154906544,2.047357340577656
43.6337,-70.2468,3,Oil,Sore throat,,1018,04106,1591476195,Sat Jun  6 16:43:15 2020,06/06/20,1.9971694938967013,1.2599838306940596,1.932976674110903,1.19840285207736
43.6512,-70.2715,4,Oil fumes,,,667,04102,1591493241,Sat Jun  6 21:27:21 2020,06/06/20,1.2216939848176678,1.500969350323837,1.2617226627008555,1.5943741690786843
43.6315,-70.2893,4,Oil,,,1018,04106,1591495407,Sat Jun  6 22:03:27 2020,06/06/20,0.4207827348580118,0.9121972209922409,0.366314709405924,2.8020590173267004
43.6316,-70.2853,3,,,,1018,04106,1591523873,Sun Jun  7 05:57:53 2020,06/07/20,0.39191696219499234,0.7162738623896141,0.2994952578965686,2.6227741862267604
43.6239,-70.2786,4,,,,1018,04106,1591524056,Sun Jun  7 06:00:56 2020,06/07/20,1.0000125317123192,0.5328958572839608,0.8969621485637508,2.6677512985063525
43.6337,-70.2773,4,"Gas, oil",,,1018,04106,1591533216,Sun Jun  7 08:33:36 2020,06/07/20,0.516197092236608,0.4182333693347504,0.42868997604097325,2.203749743347422
43.6295,-70.2845,3,Petroleum and asphalt odor yet again,Congestion and headache,,1018,04106,1591539749,Sun Jun  7 10:22:29 2020,06/07/20,0.541696771621468,0.66135228357493,0.4465013396436287,2.663351277354422
43.6327,-70.2862,1,,,,1018,04106,1591554124,Sun Jun  7 14:22:04 2020,06/07/20,0.31210559992291054,0.7785661677083605,0.22800789550466968,2.626073652092925
43.6293,-70.2716,3,Gas,,,1018,04106,1591559981,Sun Jun  7 15:59:41 2020,06/07/20,0.9210208306176133,0.020790285005369193,0.8246192972556572,2.1569151429472604
43.6294,-70.2682,3,Petroleum ,,,1018,04106,1591564513,Sun Jun  7 17:15:13 2020,06/07/20,1.059219786556332,0.15485404007907902,0.9674597098258201,2.0290959683704086
43.6231,-70.2641,4,Tanks,,,1018,04106,1591584475,Sun Jun  7 22:47:55 2020,06/07/20,1.4828656618692637,0.5705661388733798,1.3830938875882481,2.240412933639971
43.6318,-70.2845,4,Oil,,,1018,04106,1591625719,Mon Jun  8 10:15:19 2020,06/08/20,0.38609475965770257,0.6802044881365202,0.2883859575231887,2.581110286528877
43.6323,-70.2701,3,Oil tanks,,,1018,04106,1591628553,Mon Jun  8 11:02:33 2020,06/08/20,0.8838326182726516,0.20262477828593248,0.800800256214089,1.9646303876309172
43.6331,-70.2721,4,Petroleum,,,1018,04106,1591633365,Mon Jun  8 12:22:45 2020,06/08/20,0.7702354924373959,0.2522829763513626,0.6886989700474174,2.010090517513687
43.624,-70.3028,2,Petroleum,,,1018,04106,1591639359,Mon Jun  8 14:02:39 2020,06/08/20,1.228398028690616,1.6228240296938594,1.2038971805694607,3.6442750279794263
43.6437,-70.2434,1,,,,1018,04106,1591646980,Mon Jun  8 16:09:40 2020,06/08/20,2.1986940478902146,1.7070041365182569,2.164620277667913,0.48936351375683024
43.6353,-70.2684,2,Petroleum tank fumes ,,,1018,04106,1591665898,Mon Jun  8 21:24:58 2020,06/08/20,0.910693235255371,0.42646247870814524,0.8466258203256345,1.7708140157242798
43.6295,-70.2714,4,,,,1018,04106,1591669423,Mon Jun  8 22:23:43 2020,06/08/20,0.921014923917632,0.005507492149056113,0.8254231714545608,2.1402085763348784
43.6319,-70.2869,3,Smell,,,1018,04106,1591727753,Tue Jun  9 14:35:53 2020,06/09/20,0.3681308095253028,0.7989277696977274,0.2901630421566304,2.6829273294311022
43.6352,-70.2864,5,Rotten eggs,,Disgusting!,1018,04106,1591742896,Tue Jun  9 18:48:16 2020,06/09/20,0.13902647330727552,0.8530160034385132,0.0750802527341143,2.559902282017782
43.6499,-70.2645,3,Gas/Oil,Nausea/Headache,"Many people in the Nextdoor app have also expressed concern of a gas smell in the West End of Portland, ME. I feel like I’m being poisoned slowly through breathing.",667,04102,1591751333,Tue Jun  9 21:08:53 2020,06/09/20,1.404270831454739,1.451372380269513,1.42004998595871,1.2428989615847503
43.636,-70.2439,2,,,,1018,04106,1591825626,Wed Jun 10 17:47:06 2020,06/10/20,2.129135988517817,1.443017551808254,2.07195313091854,1.0074431147271334
43.6372,-70.2777,1,,,,1018,04106,1591882383,Thu Jun 11 09:33:03 2020,06/11/20,0.4355060180031655,0.6217904207658205,0.38996736204857707,2.106377198139767
43.6342,-70.2691,2,Petroleum tank fumes ,Sore throat,,1018,04106,1591959562,Fri Jun 12 06:59:22 2020,06/12/20,0.8907002875052374,0.3430767882773539,0.819255283721096,1.8441402674155931
43.6301,-70.2846,3,Petrochemical smell,Breathing and eye irritation,,1018,04106,1591960833,Fri Jun 12 07:20:33 2020,06/12/20,0.49996756013273064,0.6676464771231124,0.4047227034870646,2.645474361396771
43.631,-70.2751,5,Propane,,,1018,04106,1591962987,Fri Jun 12 07:56:27 2020,06/12/20,0.710278783715395,0.21713440555565805,0.6135992572812372,2.2172346113612496
43.6464,-70.2735,3,Oil tar fumes. ,,,667,04102,1591999555,Fri Jun 12 18:05:55 2020,06/12/20,0.9060780451040711,1.1741522140014449,0.9341910611716419,1.7138580037749682
43.6534,-70.2724,4,Tar fume ,,,667,04102,1592002626,Fri Jun 12 18:57:06 2020,06/12/20,1.3209860785237184,1.6540342470561695,1.3698040832760445,1.6525212040589017
43.6364,-70.2691,3,Tar,,,1018,04106,1592005629,Fri Jun 12 19:47:09 2020,06/12/20,0.8678212498499942,0.4896858316221426,0.8111063864579082,1.7567823900330162
43.6424,-70.2355,3,Tank fumes gulf,,,1018,04106,1592011918,Fri Jun 12 21:31:58 2020,06/12/20,2.5730118473901684,2.001503825393718,2.532169865426576,0.5810503176408119
43.639,-70.2319,4,Rotten eggs and burned rubber,,,1018,04106,1592014982,Fri Jun 12 22:23:02 2020,06/12/20,2.730933474001117,2.0784850218412667,2.6810126770415823,0.8692877841204841
43.6368,-70.2337,4,Rotten eggs,Head ache,,1018,04106,1592015005,Fri Jun 12 22:23:25 2020,06/12/20,2.6382230026080795,1.9483733142223918,2.5832343969545386,0.9764553817640351
43.6222,-70.2738,5,Burning fumes woke me from sleep,Nausea ,,1018,04106,1592023861,Sat Jun 13 00:51:01 2020,06/13/20,1.2148197247951322,0.5203259312506912,1.1103050832218397,2.584664505770997
43.6282,-70.2589,4,Rotten eggs,Does not feel good to breathe,,1018,04106,1592037033,Sat Jun 13 04:30:33 2020,06/13/20,1.5111853631266303,0.6267892924731625,1.4252343498394726,1.802918726297337
43.6315,-70.285,4,Chemical ,Irritating breathing,,1018,04106,1592045668,Sat Jun 13 06:54:28 2020,06/13/20,0.40111604798099715,0.7001746774285859,0.30675530795444267,2.613133348660387
43.6307,-70.2728,5,Tar,,,1018,04106,1592045673,Sat Jun 13 06:54:33 2020,06/13/20,0.8162580682589945,0.11226754897256731,0.7223693941129574,2.139324625611207
43.6305,-70.2718,4,Tar,,,1018,04106,1592045890,Sat Jun 13 06:58:10 2020,06/13/20,0.8657943356414551,0.0737295549653527,0.7727407630319778,2.1096897839941735
43.6317,-70.2833,4,Petroleum smell,Hard breathing and irritated eyes,,1018,04106,1592143786,Sun Jun 14 10:09:46 2020,06/14/20,0.4114969117823928,0.6202204537576484,0.3090733491445866,2.5325612836860874
43.6333,-70.2773,3,,,,1018,04106,1592178546,Sun Jun 14 19:49:06 2020,06/14/20,0.5297736416865437,0.39951287480583747,0.43940471452130686,2.2182438106917624
43.6346,-70.277,5,,,,1018,04106,1592178813,Sun Jun 14 19:53:33 2020,06/14/20,0.5039972331473905,0.45403634111485364,0.4250688580340971,2.1590648207779166
43.634,-70.2695,5,Oil tanks - can smell inside my house,,,1018,04106,1592212789,Mon Jun 15 05:19:49 2020,06/15/20,0.8746539905940225,0.3238965078855818,0.8016399644586601,1.8684579099574823
43.626,-70.2758,5,Oil,,,1018,04106,1592218228,Mon Jun 15 06:50:28 2020,06/15/20,0.9395737993712663,0.3310439772183033,0.8351402432369683,2.46616666268474
43.6287,-70.2862,3,Oil ,,,1018,04106,1592223288,Mon Jun 15 08:14:48 2020,06/15/20,0.5886997124765866,0.7485150118344381,0.50215107060983,2.7648650854963055
43.6312,-70.2835,4,Petroleum smell,"Eye, throat, breathing irritation",,1018,04106,1592232916,Mon Jun 15 10:55:16 2020,06/15/20,0.44031717952440164,0.622485574908473,0.3392118604265169,2.5588330687150274
43.6304,-70.2864,4,Petroleum related,Irritated eyes and respirTory,,1018,04106,1592236887,Mon Jun 15 12:01:27 2020,06/15/20,0.4710299843722754,0.7590262150447765,0.38651105601102187,2.711920856434803
43.6249,-70.302,3,Petrolium,Headache,,1018,04106,1592239204,Mon Jun 15 12:40:04 2020,06/15/20,1.1553821007874738,1.5701152622831367,1.132202732768101,3.5786871520238037
43.6358,-70.2422,4,Oil,,,1018,04106,1592295109,Tue Jun 16 04:11:49 2020,06/16/20,2.214742066848992,1.520096441299383,2.157070327991807,1.0067732178851407
43.634,-70.2698,4,Petroleum tank fumes ,,,1018,04106,1592298008,Tue Jun 16 05:00:08 2020,06/16/20,0.8601365224631156,0.32006683665841407,0.7868356415897231,1.8804792350727828
43.6399,-70.2538,4,,,,1018,04106,1592300915,Tue Jun 16 05:48:35 2020,06/16/20,1.6424301852318883,1.1331565815089248,1.6000494642764485,1.0058180584357581
43.6422,-70.2321,3,Petroleum ,,,1018,04106,1592301698,Tue Jun 16 06:01:38 2020,06/16/20,2.7398678357786217,2.149505592811075,2.697596337328686,0.6729086462092995
43.6427,-70.2445,3,"Oil,  gas?",,,1018,04106,1592306340,Tue Jun 16 07:19:00 2020,06/16/20,2.131436671865261,1.6223702510222584,2.094805529740378,0.5748262599414107
43.6296,-70.2854,4,Petrochemical,Eye throat and respiratory irritation,,1018,04106,1592315731,Tue Jun 16 09:55:31 2020,06/16/20,0.5287391456619187,0.7064436226582693,0.4378642609942009,2.6977491091051107
43.6373,-70.2803,3,,,,1018,04106,1592324234,Tue Jun 16 12:17:14 2020,06/16/20,0.3054176026679181,0.7032171404218319,0.2671620519811535,2.2218813219757596
43.6401,-70.2557,2,,,,1018,04106,1592349388,Tue Jun 16 19:16:28 2020,06/16/20,1.5496927175504889,1.0708065410362675,1.5090201373613206,1.065658275621393
43.6441,-70.235,3,,,,1018,04106,1592389272,Wed Jun 17 06:21:12 2020,06/17/20,2.616602908452643,2.078435829693607,2.579952524848081,0.484758346864957
43.6244,-70.2764,3,Industrial ,,,1018,04106,1592406097,Wed Jun 17 11:01:37 2020,06/17/20,1.0176893514575034,0.43576321340377716,0.9132866489469101,2.564166818685895
43.6244,-70.2779,3,Industrial,,,1018,04106,1592469077,Thu Jun 18 04:31:17 2020,06/18/20,0.9829244559903358,0.4836908228729603,0.8791394711577083,2.6185308890551084
43.6414,-70.23,4,Petroleum,,,1018,04106,1592471211,Thu Jun 18 05:06:51 2020,06/18/20,2.838014298518863,2.224814846018666,2.7933858300514305,0.7798123414703138
43.6301,-70.2861,4,Petroleum related smell,Respiratory and eye irritation,,1018,04106,1592472335,Thu Jun 18 05:25:35 2020,06/18/20,0.4920094729147396,0.7426123320529039,0.4052796267961573,2.709593574104368
43.6302,-70.2712,5,,,,1018,04106,1592474682,Thu Jun 18 06:04:42 2020,06/18/20,0.9022766371208273,0.04862640500159709,0.8090857401081529,2.1005226147468177
43.6318,-70.2723,5,"Petroleum, tar","Headache, eyes burning",,1018,04106,1592474684,Thu Jun 18 06:04:44 2020,06/18/20,0.7989041767086296,0.16692748400001234,0.7102679821794994,2.0722952244250874
43.6381,-70.2947,5,Petroleum,,,1018,04106,1592474810,Thu Jun 18 06:06:50 2020,06/18/20,0.42001477337949644,1.3142472807016212,0.4943828442264902,2.8795277750993575
43.6296,-70.2831,3,Petrochemical ,,,1018,04106,1592477314,Thu Jun 18 06:48:34 2020,06/18/20,0.5516799030665129,0.591301920603942,0.4513476426764538,2.6007757711076405
43.6412,-70.2451,2,Oil,,,1018,04106,1592478720,Thu Jun 18 07:12:00 2020,06/18/20,2.0856701396417385,1.5407086699301673,2.04454542080896,0.6817839736024703
43.6314,-70.2857,5,Terrible! Petroleum products ,,,1018,04106,1592480172,Thu Jun 18 07:36:12 2020,06/18/20,0.40338753317099957,0.733290575917084,0.31399984995221497,2.647014487522321
43.6324,-70.2438,4,Burnt tar,"Nausea, headache ",,1018,04106,1592538511,Thu Jun 18 23:48:31 2020,06/18/20,2.158355632529145,1.390781121766384,2.0913173714915585,1.2511431705311746
43.6436,-70.2341,5,Gulf tanks,Sick,,1018,04106,1592539997,Fri Jun 19 00:13:17 2020,06/19/20,2.6549466829538644,2.1016633322093297,2.6167076429703906,0.5372595277447282
43.6418,-70.2324,4,Gulf,,,1018,04106,1592540424,Fri Jun 19 00:20:24 2020,06/19/20,2.7216143237450496,2.1245845299704356,2.6784512079787604,0.6878890706204666
43.6302,-70.2835,5,Petrleum,Woken by house invasion  breathing irritation and headache,,1018,04106,1592544320,Fri Jun 19 01:25:20 2020,06/19/20,0.5061313295030343,0.6131986642556636,0.40633337293535376,2.595124377158405
43.6347,-70.2436,5,Burnt tar,"Headache, nausea ",,1018,04106,1592546158,Fri Jun 19 01:55:58 2020,06/19/20,2.1495535479004806,1.4321266783228284,2.0887211244030266,1.0927132350227842
43.6424,-70.2352,4,Fumes,,,1018,04106,1592548874,Fri Jun 19 02:41:14 2020,06/19/20,2.5878826061242757,2.014957860011149,2.5469518085947156,0.5866110918393372
43.6572,-70.2767,3,Back Cove waste treatment facility,,,667,04102,1592551570,Fri Jun 19 03:26:10 2020,06/19/20,1.4654118585268356,1.9349779626599395,1.5327241305909023,1.914650260487496
43.6364,-70.2419,3,Oil,Smell started around 11:30 through early morning hours. ,,1018,04106,1592563165,Fri Jun 19 06:39:25 2020,06/19/20,2.228304660664853,1.5467806991031499,2.1723017675450276,0.9637621472057025
43.6269,-70.292,4,"Petroleum, industrial",Burning sinuses,,1018,04106,1592571863,Fri Jun 19 09:04:23 2020,06/19/20,0.766244106670122,1.0523385601439657,0.7091867986294798,3.076988843655408
43.6504,-70.2742,5,Terrible fuel oil smell. ,"Nausea, headache. Can’t even be outside. ",,667,04102,1592601368,Fri Jun 19 17:16:08 2020,06/19/20,1.097819394169394,1.4529187590187778,1.1444777446152883,1.728164286727603
43.6523,-70.2718,5,Tar,,,667,04102,1592610274,Fri Jun 19 19:44:34 2020,06/19/20,1.274123169889144,1.5772232852961077,1.3183092672816166,1.6142906891519078
43.6307,-70.2571,4,Gas/oil,Sore throat,,1018,04106,1592651000,Sat Jun 20 07:03:20 2020,06/20/20,1.5343403231175377,0.715240703735922,1.4568553693901827,1.6086738465958563
43.6289,-70.2839,5,Horrible; ruining our breakfast on the porch,,,1018,04106,1592661426,Sat Jun 20 09:57:06 2020,06/20/20,0.5882489165475842,0.6326792949977627,0.4912007856075964,2.6609002049500745
43.6373,-70.2869,3,,,,1018,04106,1592664463,Sat Jun 20 10:47:43 2020,06/20/20,0.02579162674864967,0.9496001931091251,0.12439766903664029,2.5277460336199815
43.6597,-70.2767,3,,,,667,04102,1592666545,Sat Jun 20 11:22:25 2020,06/20/20,1.6295694517381705,2.106333149107304,1.6993906231305593,1.9652305559505903
43.6595,-70.2728,3,,,,987,04101,1592666566,Sat Jun 20 11:22:46 2020,06/20/20,1.6853099008783463,2.0763978909959717,1.7460151256631788,1.7773528947518369
43.6587,-70.2732,2,,,,987,04101,1592666583,Sat Jun 20 11:23:03 2020,06/20/20,1.6266110775197533,2.0219493306189222,1.6871834311834453,1.7770697021798751
43.6554,-70.2725,2,,,,987,04101,1592666872,Sat Jun 20 11:27:52 2020,06/20/20,1.4376910227924893,1.7924591158291232,1.4910961391293316,1.6812984429493962
43.6581,-70.2705,1,,,,987,04101,1592667194,Sat Jun 20 11:33:14 2020,06/20/20,1.6495546042972453,1.978582743975465,1.7027609484068162,1.635837512998731
43.6598,-70.2695,2,,,,987,04101,1592667207,Sat Jun 20 11:33:27 2020,06/20/20,1.7767374317108782,2.0976863127075855,1.8304163802127726,1.6326854184796684
43.6307,-70.2838,2,Asphalt,,,1018,04106,1592668337,Sat Jun 20 11:52:17 2020,06/20/20,0.4687141963168307,0.631776798149698,0.3693557580889677,2.589607843560809
43.6383,-70.2947,3,Petroleum tank fumes ,,,667,04102,1592674635,Sat Jun 20 13:37:15 2020,06/20/20,0.42226335910617463,1.3205643162635265,0.4987560977719257,2.8755198818057632
43.6283,-70.2849,2,,,,1018,04106,1592686923,Sat Jun 20 17:02:03 2020,06/20/20,0.6208396163102956,0.6864215288830967,0.5281082868674335,2.725587593440489
43.6496,-70.2717,4,Oil,Asthma headache,,667,04102,1592689806,Sat Jun 20 17:50:06 2020,06/20/20,1.1295092487775995,1.390416176976295,1.1647803079568098,1.6036326971886405
43.6515,-70.2724,4,Tar,Headache and asthma,,667,04102,1592690286,Sat Jun 20 17:58:06 2020,06/20/20,1.2115945184332657,1.5226967859431262,1.255407469210203,1.6403457265392534
43.6308,-70.2422,4,Burning rubber,,,1018,04106,1592711035,Sat Jun 20 23:43:55 2020,06/20/20,2.2566677211510466,1.4591342442473358,2.1861294861831055,1.3505647311248317
43.6333,-70.288,5,Petroleum,,,1018,04106,1592711108,Sat Jun 20 23:45:08 2020,06/20/20,0.28205592268399354,0.8768702751276376,0.22692700977411967,2.6879419959218667
43.6318,-70.291,5,Oil; exhaust ,"Headache, sinus pain",,1018,04106,1592711172,Sat Jun 20 23:46:12 2020,06/20/20,0.4393747178660048,0.9994944050382695,0.4041179033318697,2.8684777939219983
43.6204,-70.2724,5," 
Burning fumes woke me up ",Nausea head ache insomnia ,,1018,04106,1592711922,Sat Jun 20 23:58:42 2020,06/20/20,1.3576292659126092,0.6318721320003327,1.2531208821488418,2.635230325478554
43.6309,-70.2883,5,Tank fumes-oil/tar,"Headache, sinus pain, stomach ache. Worst night of the year so far!! Lost sleep it smelled so strong even with windows closed!!! Toxic and nauseating!",,1018,04106,1592729638,Sun Jun 21 04:53:58 2020,06/21/20,0.44669037825991875,0.8570753844573287,0.3791418632998462,2.777536771380577
43.6365,-70.279,4,Oil,Throat irritation,,1018,04106,1592743253,Sun Jun 21 08:40:53 2020,06/21/20,0.3736731445138778,0.6191922053782051,0.3173292899717201,2.1859787961199593
43.6357,-70.2787,5,Oil,,There is a ship unloading at Sprague. The smell is terrible.,1018,04106,1592743876,Sun Jun 21 08:51:16 2020,06/21/20,0.3993515721665673,0.5670206837968947,0.3302738669264178,2.197247295567958
43.6289,-70.2904,4,Petroleum ,"Sore throat, cough, dizziness, nausea",,1018,04106,1592744109,Sun Jun 21 08:55:09 2020,06/21/20,0.608663980877143,0.957637371802984,0.5494346560795003,2.9371680612904005
43.6306,-70.2859,4,Petroleum ,Breathing irritation,,1018,04106,1592744468,Sun Jun 21 09:01:08 2020,06/21/20,0.4578811764168259,0.7353824105212577,0.3699248342512758,2.6833306382564763
43.6348,-70.2878,5,Oil tank,,,1018,04106,1592755278,Sun Jun 21 12:01:18 2020,06/21/20,0.18082668726278583,0.9041769447310406,0.14797532016220255,2.6351826022754032
43.6241,-70.3048,4,"Petroleum, tar",,,1018,04106,1592764916,Sun Jun 21 14:41:56 2020,06/21/20,1.2925986982811082,1.7188099942065584,1.274195773950274,3.7280633679137902
43.6322,-70.2454,4,Industrial-burning rubber,Headache,,1018,04106,1592769992,Sun Jun 21 16:06:32 2020,06/21/20,2.0815150096574495,1.3095260369804447,2.013518869336547,1.280318987373484
43.6252,-70.3032,4,Petroleum,Headache,,1018,04106,1592785258,Sun Jun 21 20:20:58 2020,06/21/20,1.1821358764931778,1.625064649006362,1.1639472731740432,3.6212010809553155
43.6316,-70.2852,5,Asphalt ,Coats the inside of nose and mouth,,1018,04106,1592787433,Sun Jun 21 20:57:13 2020,06/21/20,0.39265162536680354,0.7113722422283327,0.2995287264134676,2.618416365262378
43.6235,-70.3016,5,"Petroleum, tar like","Headache, hard to breathe, ",,1018,04106,1592788363,Sun Jun 21 21:12:43 2020,06/21/20,1.2158616709814227,1.5732545213921323,1.1857167564466857,3.6099167002146406
43.6314,-70.29,4,"Oil, tar","Headache, sinus pain",,1018,04106,1592792128,Sun Jun 21 22:15:28 2020,06/21/20,0.4404225419262024,0.9458663804298091,0.39213568170072954,2.8363426124903186
43.631,-70.2892,5,Oil,,,1018,04106,1592792417,Sun Jun 21 22:20:17 2020,06/21/20,0.45182212647359427,0.9026269094489552,0.3931814735730835,2.8138215779857334
43.6237,-70.3019,5,Petroleum,"Headache, cough, difficulty breathing",,1018,04106,1592794054,Sun Jun 21 22:47:34 2020,06/21/20,1.2146425799315343,1.5841855922574475,1.1862041056620283,3.615774353332759
43.6341,-70.2761,5,Tar,,,1018,04106,1592821477,Mon Jun 22 06:24:37 2020,06/22/20,0.5586841919040962,0.399020490558148,0.4771459063982232,2.1380578463324884
43.6317,-70.286,4,Petroleum,Breathing irritation,,1018,04106,1592830215,Mon Jun 22 08:50:15 2020,06/22/20,0.3816380522831317,0.751992388872753,0.2947291429498815,2.6499872347274023
43.6302,-70.2912,4,"Oil, tar, tank fumes",,,1018,04106,1592831436,Mon Jun 22 09:10:36 2020,06/22/20,0.5411406855846973,0.9979539526115184,0.49458284333308516,2.9282134960028854
43.6259,-70.3033,1,,,,1018,04106,1592832499,Mon Jun 22 09:28:19 2020,06/22/20,1.1522964219100114,1.6218419725857367,1.1376483191225488,3.6027037460245155
43.6333,-70.2855,4,Oil,,,1018,04106,1592833278,Mon Jun 22 09:41:18 2020,06/22/20,0.27417163409405876,0.7583961261418891,0.18221376418120433,2.575898559857475
43.6273,-70.279,3,Petroleum tank fumes ,Sore throat,,1018,04106,1592843536,Mon Jun 22 12:32:16 2020,06/22/20,0.779154134974037,0.414915243646736,0.6748820590662151,2.528542994459574
43.6312,-70.2828,5,Oil. Terrible. I should not have the inside — or the outside — of my home smell like this!,,,1018,04106,1592847042,Mon Jun 22 13:30:42 2020,06/22/20,0.4530803538686586,0.5881090670932111,0.3501042919366711,2.5288556035059226
43.6289,-70.2795,2,Mildew,None,,1018,04106,1592859418,Mon Jun 22 16:56:58 2020,06/22/20,0.6705904452323563,0.4131215114116055,0.5660869968825816,2.4806557187439697
43.6504,-70.274,4,Can smell the fuel tanks in my house. ,Headache. ,,667,04102,1592867956,Mon Jun 22 19:19:16 2020,06/22/20,1.1034189201527678,1.4519492560496343,1.1493663943517651,1.7181550593931267
43.6421,-70.2427,1,,,,1018,04106,1592868502,Mon Jun 22 19:28:22 2020,06/22/20,2.2134441208634734,1.6756628675160143,2.17420506813319,0.5830893840274411
43.6482,-70.2735,5,Oul,Headache,,667,04102,1592870103,Mon Jun 22 19:55:03 2020,06/22/20,0.997368355134356,1.2981525476445017,1.033695538416702,1.6989962098808984
43.6352,-70.2778,4,,,,1018,04106,1592871365,Mon Jun 22 20:16:05 2020,06/22/20,0.4523985887055393,0.5115174781296246,0.378329899273714,2.173638184590428
43.6368,-70.2781,4,Oil,,,1018,04106,1592871369,Mon Jun 22 20:16:09 2020,06/22/20,0.4164502906091967,0.6092386770607168,0.3649184965854248,2.136385779032767
